,accuracy,loss,val_accuracy,val_loss
0,0.7418510317802429,0.5716832876205444,0.7549999952316284,0.49174749851226807
1,0.7873446345329285,0.42413949966430664,0.7850000262260437,0.5101129412651062
2,0.8056358695030212,0.36924540996551514,0.7900000214576721,0.5215068459510803
3,0.8205268383026123,0.3471108078956604,0.7950000166893005,0.4821346700191498
4,0.8453841805458069,0.30680933594703674,0.7900000214576721,0.500478982925415
5,0.8335808515548706,0.30541330575942993,0.7850000262260437,0.6610643863677979
6,0.8281481862068176,0.3068913519382477,0.7900000214576721,0.5878162980079651
7,0.8415148854255676,0.2998805344104767,0.7900000214576721,0.7244164347648621
8,0.8606659770011902,0.2594057023525238,0.7900000214576721,0.6604846715927124
9,0.8497225046157837,0.27994009852409363,0.7699999809265137,0.7640759348869324
10,0.8652387857437134,0.25987669825553894,0.7950000166893005,0.7636480927467346
11,0.8725475072860718,0.24388504028320312,0.7799999713897705,0.6358009576797485
12,0.8731337189674377,0.25830012559890747,0.7749999761581421,0.8111342787742615
13,0.8797780275344849,0.23250429332256317,0.7900000214576721,0.8258112072944641
14,0.8792308568954468,0.22423292696475983,0.800000011920929,0.7699549794197083
15,0.880872368812561,0.2108881175518036,0.7799999713897705,0.8823627233505249
16,0.879621684551239,0.21206943690776825,0.7900000214576721,0.7677827477455139
17,0.8835691213607788,0.1990518569946289,0.7900000214576721,1.0906922817230225
18,0.8863440752029419,0.19514700770378113,0.7850000262260437,1.025772213935852
19,0.886031448841095,0.20695926249027252,0.7850000262260437,1.0299800634384155
20,0.8918939828872681,0.18860578536987305,0.7699999809265137,1.0754083395004272
21,0.898303747177124,0.1778351068496704,0.7799999713897705,1.054101824760437
22,0.889783501625061,0.1908998191356659,0.7850000262260437,0.9317518472671509
23,0.8908387422561646,0.19318653643131256,0.7799999713897705,0.8860253691673279
24,0.8896271586418152,0.1837189793586731,0.800000011920929,0.9856806397438049
25,0.8978347778320312,0.17115092277526855,0.7799999713897705,1.0795389413833618
26,0.88689124584198,0.1814732402563095,0.7799999713897705,1.1522135734558105
27,0.8933010101318359,0.1738753318786621,0.7900000214576721,1.3819470405578613
28,0.8972094058990479,0.16672532260417938,0.7799999713897705,1.3804428577423096
29,0.8967013359069824,0.17393164336681366,0.7749999761581421,0.9799102544784546
30,0.8961932063102722,0.16835282742977142,0.7950000166893005,1.1174252033233643
31,0.9027984142303467,0.16692765057086945,0.7900000214576721,1.0734691619873047
32,0.8979520201683044,0.16541829705238342,0.7749999761581421,1.4283852577209473
33,0.9032283425331116,0.1615961194038391,0.7699999809265137,1.148801326751709
34,0.9038536548614502,0.1564006507396698,0.7799999713897705,1.260909080505371
35,0.8888454437255859,0.17610029876232147,0.800000011920929,1.1164051294326782
36,0.8974048495292664,0.16566133499145508,0.7850000262260437,1.4881515502929688
37,0.8984991908073425,0.15875335037708282,0.7900000214576721,0.9886995553970337
38,0.9079965353012085,0.14995422959327698,0.8050000071525574,1.4074848890304565
39,0.8956460356712341,0.1695202887058258,0.7850000262260437,0.851375937461853
40,0.9020949006080627,0.15899169445037842,0.7749999761581421,1.0771530866622925
41,0.9052215814590454,0.15313370525836945,0.7900000214576721,1.4767892360687256
42,0.9040490984916687,0.15172716975212097,0.7900000214576721,1.1191377639770508
43,0.9000625610351562,0.15621306002140045,0.7850000262260437,1.1071085929870605
44,0.9072930216789246,0.14827391505241394,0.7850000262260437,1.6270347833633423
45,0.908191978931427,0.1496807485818863,0.7900000214576721,1.5336428880691528
46,0.9067458510398865,0.15697012841701508,0.7850000262260437,1.6877429485321045
47,0.9068240523338318,0.1493922472000122,0.7749999761581421,1.5202118158340454
48,0.9086219072341919,0.14235691726207733,0.7950000166893005,1.1166632175445557
49,0.9097943902015686,0.14576956629753113,0.7749999761581421,1.228197455406189
50,0.9075666666030884,0.1518016904592514,0.7799999713897705,1.4465333223342896
51,0.9131165742874146,0.13858479261398315,0.7900000214576721,1.1457182168960571
52,0.9101070761680603,0.14365346729755402,0.7699999809265137,1.412880539894104
53,0.9061596393585205,0.1507745385169983,0.7599999904632568,1.4941288232803345
54,0.9127256870269775,0.16967809200286865,0.7749999761581421,1.5751091241836548
55,0.9137418866157532,0.15503130853176117,0.7799999713897705,1.556607723236084
56,0.9112014174461365,0.1411283165216446,0.7699999809265137,1.4922137260437012
57,0.9129992723464966,0.14175346493721008,0.7950000166893005,1.5088222026824951
58,0.9020166993141174,0.14746390283107758,0.7900000214576721,1.4117263555526733
59,0.9081528782844543,0.14083141088485718,0.7749999761581421,1.6820677518844604
60,0.9105370044708252,0.14025694131851196,0.7749999761581421,1.5931538343429565
61,0.9096771478652954,0.14016583561897278,0.7799999713897705,1.6518646478652954
62,0.9153833985328674,0.1342501938343048,0.7699999809265137,1.8245025873184204
63,0.9164386987686157,0.13645783066749573,0.7799999713897705,1.7995718717575073
64,0.9083483219146729,0.14459198713302612,0.7649999856948853,1.9849069118499756
65,0.9155788421630859,0.13384118676185608,0.7599999904632568,1.9570355415344238
66,0.9117095470428467,0.149210587143898,0.7799999713897705,1.739839792251587
67,0.9124521017074585,0.1360691785812378,0.7599999904632568,1.4223542213439941
68,0.9153052568435669,0.1335112452507019,0.7799999713897705,1.500706434249878
69,0.9174939393997192,0.13240529596805573,0.7850000262260437,1.7185288667678833
70,0.9151880145072937,0.13455834984779358,0.7799999713897705,1.7513742446899414
71,0.9165950417518616,0.12701942026615143,0.7699999809265137,1.9438170194625854
72,0.9134292006492615,0.14195586740970612,0.7599999904632568,1.8658140897750854
73,0.9183146953582764,0.13132213056087494,0.7599999904632568,2.054382562637329
74,0.9188618659973145,0.12680749595165253,0.7749999761581421,2.0149483680725098
75,0.9135855436325073,0.1337272971868515,0.7749999761581421,1.8779820203781128
76,0.9147580862045288,0.13017220795154572,0.7749999761581421,2.2767937183380127
77,0.9175330400466919,0.1314714401960373,0.7749999761581421,2.0692505836486816
78,0.9172594547271729,0.12884317338466644,0.7699999809265137,2.0178871154785156
79,0.9183146953582764,0.1268760859966278,0.7599999904632568,1.650221824645996
80,0.9196826219558716,0.12634389102458954,0.7699999809265137,1.7902991771697998
81,0.9171422123908997,0.12747035920619965,0.7699999809265137,2.206117868423462
82,0.9134292006492615,0.13371692597866058,0.7749999761581421,2.0135114192962646
83,0.9186273813247681,0.1292894184589386,0.7549999952316284,2.154309034347534
84,0.9208942651748657,0.12163420021533966,0.7649999856948853,2.261115312576294
85,0.9185101389884949,0.13074477016925812,0.7649999856948853,1.5552269220352173
86,0.9174157977104187,0.12828919291496277,0.7699999809265137,2.0598456859588623
87,0.9169467687606812,0.1273873746395111,0.7699999809265137,2.1980955600738525
88,0.9185491800308228,0.1334560215473175,0.7649999856948853,2.3544740676879883
89,0.9146798849105835,0.1280250996351242,0.7649999856948853,1.7686618566513062
90,0.9192526936531067,0.12473044544458389,0.7649999856948853,2.1362080574035645
91,0.919057309627533,0.12615463137626648,0.7649999856948853,1.9057224988937378
92,0.9149925708770752,0.13146881759166718,0.7799999713897705,2.018524408340454
93,0.9175720810890198,0.12806899845600128,0.800000011920929,1.7949491739273071
94,0.9199562072753906,0.12424051761627197,0.75,1.8050732612609863
95,0.9156179428100586,0.1278047412633896,0.7699999809265137,1.8333882093429565
96,0.9166731834411621,0.12645427882671356,0.7699999809265137,1.8638510704040527
97,0.9224185347557068,0.11857811361551285,0.7850000262260437,1.9775474071502686
98,0.9136637449264526,0.13278891146183014,0.7549999952316284,2.044377565383911
99,0.9185882806777954,0.1254088580608368,0.7699999809265137,1.9407809972763062
